column,count,mean,std,min,25%,50%,75%,max
country,38219.0,79.69214265156074,60.47760565504285,1.0,2.0,80.0,159.0,168.0
latitude,38219.0,47.71922641033495,10.2703491289258,-16.663931,45.439980500000004,50.343997,52.38404,78.21845
longitude,38219.0,-10.678010002700823,56.96852225762727,-159.495876,-69.436306,4.292294786005414,9.006279,145.593079
charging_points,38219.0,2.5173604751563357,6.422613705046223,0.0,1.0,1.0,2.0,600.0
