AddressInfo.RelatedURL,count
,20641
https://www.chargepoint.com,2259
https://lecircuitelectrique.com,2235
http://www.ev-box.nl,1483
https://www.ubitricity.com,896
https://www.flo.com,857
http://thenewmotion.nl/,650
http://www.allego.eu/,590
http://www.evnet.nl,559
https://www.redecharge.com,392
