country,latitude,longitude,charging_points
2,39.448012000000034,-87.41322799999898,8
2,31.13991062592204,-81.57878317472824,6
2,42.039038858387755,-87.94157299405623,4
2,40.207986000000176,-74.35432099999889,8
2,37.75885500000052,-77.47246999999709,8
2,40.375961,-80.09896000000003,6
2,39.65281462176912,-75.79111805010632,10
2,39.12714581893417,-77.18384841566439,10
2,40.36488492275552,-75.915907980773,10
2,39.533060788704915,-119.71818981472052,8
2,45.13104669835744,-93.18315287314078,12
2,44.96402519474253,-92.9615432182527,12
2,45.182659,-93.11221,8
2,26.02776635179042,-80.14336300594641,10
2,32.72317694321758,-96.83276625613324,6
2,40.67482411369892,-111.8680999545931,12
2,34.105753610979434,-117.90565243646034,16
2,34.10237848967681,-117.29955091272312,8
2,40.71630804472258,-73.99513134657133,12
2,29.80358961599451,-82.52709514898507,16
2,44.936716589978374,-95.72742052997133,1
2,39.56898119390712,-104.8739432180418,12
2,34.49406677141299,-118.62000399261932,6
2,38.64919297547448,-121.32649465157954,12
2,34.094984159269,-118.12410885336216,2
2,38.83388,-104.82136,1
2,38.80165799999921,-77.58853599999998,6
2,30.641651,-83.189592,4
2,32.44409531753857,-93.98052868277148,4
2,39.97279996081011,-83.09928527569605,6
2,36.022220385299164,-87.3408471941608,4
2,37.94864848331849,-122.50847922641036,1
2,32.34268106508955,-90.83584010697888,4
2,34.91803480138137,-95.7417457073085,8
2,32.76366671591232,-96.89674696909616,8
2,32.84158989734823,-97.24746561180903,8
2,32.57672215377305,-97.33752505176416,8
2,33.3921831802964,-111.69854753259337,8
2,33.38338109421889,-111.5992918826464,8
2,33.41404490215568,-111.57381570422956,8
2,37.23889175000461,-121.93431763672578,1
2,29.83270989889523,-95.56636502795952,2
2,33.38365112147082,-111.7407181750014,8
2,48.801525511416486,-122.48428433330082,1
2,32.74194695528094,-117.05281850533925,1
2,32.75388929279862,-97.43304434657152,8
2,33.249815815269855,-111.63007108020533,8
2,38.35095191260268,-121.95071974038892,1
2,38.3624791945692,-121.95996205659112,1
2,33.35715380656711,-84.12137245423799,8
2,28.00084988534267,-81.95821306809489,8
2,33.97719957776391,-118.18729352901426,5
2,45.77904686338718,-84.73247267987767,4
2,32.92253568001415,-96.83954586498056,12
2,32.99216941444638,-96.573714317189,8
2,35.18870177163534,-84.88397736276545,6
2,34.17751376902781,-118.46587641617236,8
2,41.69626482364316,-73.89766805074424,4
2,38.68550369602707,-121.33863244748623,6
2,38.49645254703893,-121.43992516123546,12
2,38.091137582279515,-122.55611062235609,6
2,35.077153654534925,-78.96196071487338,1
2,35.90519626640429,-79.95455291087336,1
2,34.247126596657296,-77.87185823716197,2
2,36.06862459825689,-80.30690489082212,2
2,36.07218150160787,-79.95976899834699,1
2,42.24078844549132,-87.95578890302903,3
2,38.81973583110903,-91.1431897550966,1
2,43.85298804855367,-84.02471615422911,4
2,38.6760857568114,-121.74911084980296,8
2,37.415328,-122.076575,4
2,40.68606713681552,-84.12876834995637,9
2,40.435360994168065,-84.3806360209307,4
2,30.220283000003164,-81.57608300000203,10
2,45.12521854442568,-93.3590463814179,10
2,35.53049025488136,-108.76183457993557,10
2,40.9601102634997,-117.73590977419008,6
2,37.415328,-122.076575,2
2,41.66377759015245,-77.82330701867244,4
2,37.10951693522091,-121.01508793449436,12
2,38.116572139349415,-121.39411193677194,6
2,38.75285231811003,-121.3624301719691,10
2,47.244993124143434,-122.45936145230712,4
2,38.67596220505257,-121.198758981477,12
2,47.245000714699415,-122.45920629186683,4
2,33.120284308975144,-95.63111731959368,6
2,39.62986630657488,-77.78233572959459,6
2,41.101721834183934,-100.72656709951345,4
2,32.545259627362114,-93.51557887290136,4
2,37.855776809626576,-121.27678374477398,4
2,30.10746747143611,-96.04751809855291,4
2,37.310953,-77.391572,6
2,41.23516403424475,-95.8785232071703,4
2,35.23600336245585,-102.42825675119036,4
2,41.48022,-88.079069,4
2,39.69338740028843,-86.19026239313018,6
2,41.42281840906634,-112.05172300787586,4
2,45.3714734372287,-94.73103464903562,1
2,40.67216009580443,-73.51180458173417,4
2,37.75639272336335,-121.1429267097381,4
2,41.36987557578581,-88.4491587425494,1
2,41.37033001987686,-88.48716108104003,1
2,36.591232238570385,-121.87906830582985,6
2,36.59167657174956,-121.878555581733,2
2,37.673750660362856,-77.4615118156698,10
2,32.24159763805693,-110.94014673159882,2
2,37.966383448461315,-86.76682538016695,1
2,41.11711711711712,-81.48404431334772,1
2,37.80448045920156,-122.23269150047425,1
2,37.82171300865715,-122.26180974399824,1
2,40.67882160624089,-74.01291822696692,1
2,40.8052713047839,-73.90943710614022,1
2,40.73068,-73.919375,60
2,40.76861157217189,-73.87984211283998,48
2,43.04795780507234,-88.25841452365614,4
2,43.78391228738931,-88.48045345733811,4
2,38.547280166520665,-121.39688502145248,14
2,38.59669330144834,-121.39661315773536,8
2,36.31328681307791,-119.67326274399312,6
2,37.76812665440478,-122.23733983057184,2
2,38.86281018455835,-121.9505517650457,4
2,40.07460585277536,-75.68582271110034,1
2,41.92849826748088,-83.35453482294815,12
2,42.983931845586056,-82.53837748052433,4
2,42.676278958198765,-83.03448107561883,4
2,43.11613439999891,-72.86620160000041,2
2,38.67485081559536,-121.27592306928148,6
2,37.37859661664295,-121.90187673806014,16
2,37.26174159354551,-121.87893826680414,8
2,37.239584,-121.851095,8
2,64.835344,-147.81769099999997,7
2,64.563242,-149.09855900000002,8
2,33.61698300000184,-84.3964260000048,8
2,42.25742406135629,-71.82245882366863,4
2,41.32446334986096,-87.80772207804853,4
2,42.2691504519388,-88.96937437093027,4
2,42.680845721340035,-86.17217455381268,2
2,41.91614136413634,-83.417236142094,2
2,43.40817718553069,-84.66584650063709,4
2,43.002605631573715,-83.73811906245132,4
2,39.36836799999685,-94.36980400000124,6
2,36.275838,-115.17859399999998,6
2,34.67632884407146,-92.40960556183312,8
2,37.615519081483086,-81.1153108299414,12
2,40.56794227940435,-122.37103003191557,8
2,38.61793555022231,-121.3466644249329,10
2,42.28526676080895,-83.4377779002944,4
2,35.25204069840335,-112.18158956172432,4
2,43.11481460526207,-70.73033326828943,10
2,42.280219517561875,-122.82161296446895,10
2,45.81638546475489,-122.69037960618935,6
2,28.725709703820613,-100.45881567025594,1
2,42.25597140549911,-83.2727790549519,2
2,42.22745526701647,-75.52579989603845,4
2,38.01504354412131,-122.27200675402798,10
2,34.493403733647995,-89.01077641093752,1
2,43.57524539713483,-89.77747549999737,4
2,28.431033209728938,-81.45316712650646,6
2,40.718738606719285,-116.1083761281534,6
2,42.51828197835556,-71.09510054367968,8
2,27.92834267002664,-82.78835679687387,8
2,41.097331922657474,-114.95841899373602,4
2,41.14061925893995,-80.71873262525912,4
2,39.63775036833229,-75.80665297683697,8
2,38.96681936417997,-78.43859993055958,4
2,34.71029946808294,-82.49809244353412,4
2,47.30259018126782,-122.22622844544924,1
2,47.435665690272856,-122.2967573203154,1
2,40.87146815310962,-73.62612286680042,4
2,46.59222416404063,-89.5723125107873,4
2,37.415328,-122.076575,1
2,38.47561180845452,-121.4185743031071,8
2,38.69461722604984,-121.36119780371511,8
2,39.98548248146087,-83.00390752691914,6
2,38.95489400817013,-94.78549242091016,12
2,38.958988455591424,-94.74154537684342,6
2,63.38746025,-148.9046678,1
2,62.313713,-150.231053,1
2,61.57298100810567,-149.3812260308497,1
2,61.17119,-149.861824,1
2,48.8470898,-95.7752564,1
2,48.8468095,-95.7634415,1
2,48.785918,-122.527803,1
2,48.775966,-122.497084,1
2,48.766721,-122.463845,1
2,48.75788,-122.496,1
2,48.75706261449055,-122.4521510320052,1
