value,count
2020-07-30 00:00:00-04:00,3
2020-07-31 00:00:00-04:00,3
2020-08-03 00:00:00-04:00,3
2020-08-04 00:00:00-04:00,3
2020-08-05 00:00:00-04:00,3
2020-08-06 00:00:00-04:00,3
2020-08-07 00:00:00-04:00,3
2020-08-10 00:00:00-04:00,3
2020-08-11 00:00:00-04:00,3
2020-08-12 00:00:00-04:00,3
