column,q1,q3,iqr,outlier_count
Open,30.837500095367453,220.71583938598624,189.87833929061878,0
High,31.6599998474121,224.449539651204,192.78953980379188,0
Low,30.00750017166135,214.87416839599624,184.8666682243349,1
Close,30.7700004577637,220.22489547729475,189.45489501953105,0
Volume,21714800.0,92867175.0,71152375.0,198
Dividends,0.0,0.0,0.0,0
Stock Splits,0.0,0.0,0.0,0
