year,Close,yoy_pct
2018,1238.7076206207278,
2019,15532.593244552614,1153.9353908849846
2020,51900.279444694526,234.13789074078989
2021,121774.25008964541,134.6312031313999
2022,119158.35371494296,-2.1481523169116112
2023,137748.11484718326,15.60088785441911
